Year,Title,Comedian,Location,Comedian_Gender,Ovr_Rating,Median_Rating,Tot_Review,Female_Rating,Male_Rating,Female_Review,Male_Review,Section,Text
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,27,"So, I was dating someone for a little bit this year. I was dating an infectious disease doctor 'cause two birds. And... What do you want? And he wound up being a, like, an insane alcoholic and that's my thing. Uh... I feel like in most relationships, there's, like, one alcoholic, and then, like, one person who's sad about it, and I wanted to be, like, the fun one. So, I called my mom, um, because nothing makes her happier than me being alone, and she's like, ""Oh, my God, will I be seeing you more?"" Um... and I'm like, ""Yes, Mom,"" and she starts giving me advice. She's like, ""Am, you need to love like you've never been hurt,"" and I'm like, ""Are you reading off of a bumper sticker right now?"" Like... she's like, ""Dance like no one's watching."" Like, dance like a couple of people are watching. Right? Even if you're alone, maybe hold it together. Cross the street like no cars– What? I was thinking about this last night and I was having a little, um, wine and... weed and an Ambien, um... or as I call it, tucking myself in. Um... Good night, moon. And... I... I am a good person. I swear to you. Like, I'm very old-school. I think the guy should always pay on the first date for sex and... I'm a romantic. I'm labeled a sex comic. Like, that's in interviews. People are always like, ""So you– you talk about sex,"" and I'm like... I think it's just 'cause I'm a girl. I feel like a guy could get up here and literally pull his dick out and everybody would be like, ""He's a thinker."" But... Right? It's true. But then I mention one UTI and everyone just thinks I walk around leaving, like, a snail trail of cum, I'm just like... And they're like, ""Oh, Amy's been here."""
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,28,"Cum is unsettling, isn't it? I don't say that to shock you or– or get your attention– Like, ""Oh, no she didn't."" Like, I'm just reminding you that we're all disgusting. No one in here is better than anyone else. Like, you've all caught a hot load, you know? Like, if that provides you with discomfort, you're just looking at it the wrong way. We need to be nicer about cum. We really do. Cum gives us life, you know? Gandhi was cum. Oprah– cum. Oprah could have wound up all over somebody's tits, but no... we got Oprah. Thank you, cum. And yes, it is sticky and gross and no one ever wants it in their mouth ever, ever, ever, but... we need to change how we're thinking about it. It's not a wonderfully regal moment as a woman when you take a load. Um... when someone cums in you, you're not like, ""We can do it. I'm glad I leaned in."" It's not– But it's a fact of life. All the greatest women have dealt with it, okay? Ruth Bader Ginsburg. Diane Sawyer. Michelle Obama, who I love, like the rest of us, probably once a week has to carefully walk to the bathroom. Just squish, squish, squish, squish, squish, squish, squish, squish, squish, squish, squish. It's the White House. It's probably a long hallway. Squish, squish, squish, squish, squish, squish. And with her perfect arms, she has to deal with it. Just... ""This is more than normal. I wonder what's..."" Barack's like, ""Get out here. I want to talk about those e-mails."" She's like, ""I'm cleaning out your troops right now."""
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,29,"Yeah, I am labeled a sex comic and... I just think that sex is explained incorrectly as far as men and women's roles go. It's like, we're all told over and over again, men love sex and women just deal with it, right? Like, every article, every sitcom, it's always the guy getting home from work like, ""Honey, how about tonight, huh?"" And she's always like, ""Blah! You know I hate your dick. Laundry, laundry."" It's insane. I don't know any girls like that. Every girl I know likes having sex. I love having sex. Not a weird amount, but like a normal person. All of my friend– I mean, one of them doesn't, but we think something, like, happened to her. But... but you're made to feel really disgusting and weird if you're a girl who likes to have sex. Like, I've dated some guy– I would say 50% in the relationships, I initiate the sex, and then 50% we don't have it. Um... "
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,30,"No, but I've been in relationships where it's always the dude, like and then you, like, later realize he was a sex addict, which– Have you ever dated a sex addict? It's so fun at first when you don't know. You're like, ""Am I the hottest piece of ass in the world?"" And then you're like, ""Oh, no, he would fuck a mailbox."" Um... Which is why I'm dressed like this. Uh... but... And then, you know, I've dated guys where I always have to initiate and that's embarrassing. It's because I used to fuck really dumb guys and I miss that so very, very much. Dumb guys really pound you... 'cause they're dumb. I love men, though. I really do. I was on the subway the other day and I heard these two guys having this conversation. So there's two of them. They're standing on the subway and they're like... He's like, ""Dude, you gotta go to this bar. They give you chips as soon as you sit down."" And the other guy goes, ""Yeah, but they don't refill 'em, right?"" He's like, ""They refill 'em the whole time. He goes, ""Sick!"" And then they were quiet for, like, ten stops. Just kinda like... just, like, basking in the great exchange. I just– I just loved them, you know? I just looked at them like, ""I want that. Why can't that be me?"" "
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,31,"‘Cause you know, if it had been two girls, I would have been looking, thinking, ""That's so cool that these two special needs women... found each other, you know?"" If it had been me and a girlfriend and I was like, ""They give you chips. They give you–"" You'd be like, ""Oh, my God, where's their stop? Like, don't they have an attendant?"" You'd be worried. But I like creative types. I fucked up. I got to an age, I want to be able to have a conversation with someone, like an idiot, and the creative types, they're all... ugh, like, comics and artists. They all– You have to treat their dick like a soufflé in the oven. You can't make a big motion or loud noise near it or it'll fall and you have to start over with a good attitude. Is that how you jerk someone off? Am I doing it? It's crazy. Like, we– It's crazy that we get– we get guilted about this."
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,32,"Like, women wanna cum. Of course we wanna cum. What girls are having sex like, ""Oh, no, I'm just– I'm just honored to be ""witnessing your process. I– It's just so cool ""to be a part of– No, I don't want to feel ""the one good thing we're allowed as humans. No, I– This is just you. Please, anywhere."" Um... Make your girls cum, guys. It's just explained incorrectly. It's just... I remember as a very young girl, too young, it was broken down for me. It was like, ""Be careful, Amy. ""Men only want one thing. They are all gonna try and fuck you!"" I was like, ""Okay."" And then I waited. ""Let's see. Am I on the wrong street? Are they..."" I do like talking about sex. I like hearing about it more. Like, I love hearing sex acts, you know? There's, like, terms for all those– all that stuff. Like, there's a... the donkey punch, you know, or, like, the dirty Sanchez. "
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,33,"These are the ones– the classics that we all grew up with, right? Those are, like, the ""To Kill a Mockingbird"" of sex terms. But there are so many that you've never heard of. I love hearing new ones. There's, like... there's the dirty Rochester... Did you ever hear of that? Okay, that is where the guy shits on your chest while he's on a business trip to Rochester. Is that maybe not really a thing and I was perhaps lied to? I love– There– there's the dolphin. That's where the guy tries to put it in the girl's butt and she goes, ""Ehh-ehh, ehh-ehh."" That's, like, a fun family one. There's... the Alaskan pipeline, which, um... a guy shits in a condom, freezes it... and then you know what? I won't say the end of it 'cause it doesn't end, like, in a super romantic, like, ""Notebook-y"" type way."
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,34,"She doesn't like, pull it out and find a ring on it and say, like, ""Yes!"" There's no good one for the girl. There's no, like, wacky Shirley where she sits on his face and reads her tweets, like, there's nothing. We have nothing. Does anyone know one that's good for the girl? Anybody? No, right? I asked that– I asked that in the first show and somebody said the minivan. Two in the front, five in the back, and... I don't even know what he was referring to, actually. Do you guys know any? I love hearing new ones. Does anybody have– Huh? Man: The angry dragon. The angry dragon? What is that? Um, basically, when you're– When a girl is sucking your dick– When a girl is sucking your dick– Oh, my– Wait, I love how your girlfriend looks right now. She's like, ""Please..."" You're his mom? "
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,35,"Oh, my God! This is totally your fault, Mom! This beautiful boy you raised. Well, let's hear the story of how you were born. Go ahead. Angry dragon. All right. Uh, basically when you're about to climax, when you're getting a blowjob, you push her head– When you're about to climax, you push her head... You push her head at the back of her– I like that he's acting it out. Like, he's like, ""This is what it looks like! Yes!"" ...and the jizz goes up through the nose. Up through the nose. What's your name? What is it? George? Jordan. Jordan, I think you're grounded. I love you, Mom. Thank you for bringing him. For raising him into the perfect gentleman. There's none that are good for the girl. There's one called the raccoon where you just punch her in both eyes and knock over her trash. Like, they're not... That doesn't even make sense. There's the Abraham Lincoln. That's where he– the guy trims his pubes, – cums on the girl's face, and then... – throws the pubes... so she has that facial hair. You guys don't like US history? I can't gauge the crowd. What's wrong? The worst one I've ever heard is the Houdini, which is where the guy's having sex with the girl from behind, then unbeknownst to her, his friend subs in for him. Guy number one runs outside, knocks on the window, waves to the girl... which is just rape. Like, that's just rape. It's not fair to Houdini. Like, no girl is gonna think that's hilarious. No girl's gonna be like, ""What? ""Ahh! ""Baby, I thought you were fucking me, but it's Phil! I love you!"""
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,36,"Yeah! What the fuck is up, Denver?! Thank you so much for coming out. Oh, my God. This is such a big deal for me. I don't know if you guys know this, but this past year, I've gotten very rich, famous and humble. Thank you. Thank you. And maybe you caught this. I don't know who saw this. I tweeted out a photo of myself wearing just underwear. Nothing but underwear.Thank you, just the women. What the fuck? No! It's too late, sir. This could have been crumpled on your floor in the morning, but no. I like the idea of this being crumpled on someone's floor. Having to put this back on in the morning. Just, like... And you're like, ""Call me."" And then– Imagine doing a walk of shame in this shit. You're like, ""Hi. Taxi."" They're like, ""Hmm. That's an actual trash bag. It looks like a Glad bag."""
2015,Live At The Apollo,Amy Schumer,"New York, NY",F,5.6,6,3211,6.8,5.5,527,1924,37,"I feel like every comedian needs a leather special. Right? Every comic has some special where they wear all leather, and they regret it later. It's my fucking moment! Leather Special! Whoo! Whoo! Whoo! Whoo! Already regret it. Already regret it. Very overheated. Very overheated. So, I tweet out this photo of myself. I'm holding coffee. I'm topless in just underwear, and it goes viral. It was everywhere, every news show, every website, and that's when I learned the word you don't want people to use when a nude photo of you goes viral. ""Brave."" Um... Can you imagine? You take your clothes off in front of someone for the first time, and they're just like, ""Damn! You look mad brave right now. Whoo-ee! Shorty looks empowered!"" Like, no! As if I'm standing there, like, ""I am brave!"" No, just fuck me."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,38,"I am blacking out tonight. I am blacking out tonight. Anybody? [cheers and  Who loves you? [speaks in childish gibberish] If you're a real winner, then you'll– Has anyone ever blacked out and been awake when they've come out of it? -[woman] Yes! -Thank you! Thank you, sister! It's cool 'cause it's like you're a time traveler. You're just, like, back in your body, like... ""What are people wearing now?"" And you just kind of keep moving. I, one time, in college– thank you– I came out of a blackout, and there was a stranger going down on me. So, I was like, ""Okay."" I decided to tap him gently. So as not to startle him, you know? ""Sir!"" So– ‘Cause I'm laying there, and I'm like, ""What do I know about this guy at this point, right? I know that he has brown hair. And I know that he is a hero."" He's brave, okay? He's brave, and I'm gonna tell you why he's brave, and this does not leave this theater. And this does not leave your home. Here's why he's brave. On my pussy's best day... It's not every day. It's almost no day. But, you know, you wake up, you're having a good puss day."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,39,"And maybe you know you're gonna have a visitor, so in the shower, you get very real in there, you know. You pull things back you don't usually. You kind of Minority Report your own pussy. [grunting] You get in. It's like Stranger Things. You just kind of get in. ""Gotta find Barb, guys. She's in there."" If you have access to a detachable showerhead, guess what? I just want you guys to think that that's how big my pussy is. Just like... hmm. It's really like... hmm? After all of that... on its already best day... [groans] my pussy smells... like a small barnyard animal, okay? Small. Small. I didn't, like– not like a big, fucked-up llama, like, chewing and spitting and reeking. No! Little. Like a goat. You just– You buy the food pellets, you know, and you feed it, and it's like... And you're like, ""Aah! he ate it."" You don't go like, ""Eww!"" You go, ""I want to get to a sink. Kind of soon. Kind of soon would be good."" [chuckles] ‘Cause it does smell. That's on its best day. On its worst day... after a blackout... ISIS. "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,40,"It's fucked up, guys. It's bad. And you know what? That's fine. That is the nature of a pussy. Right? We're so worried and ashamed. Our moms never sat us down and said, ""Okay, honey, one day, you're sometimes gonna have homeless pussy. Lights out."" Like, no. They don't tell you. And that's just the fucking nature of it. And it's like, we're so embarrassed. I know some girls who won't let anybody go down on them. They're just like, ""No, I don't know what's going on down there."" I'm like, ""What?"" Like, I will forward your mail. Go. Head on down. Head on down to Puss Town. And– And if that's not your thing, fine, you know? If I ever started dating a guy, and he was like, ""You know what, it's not my thing,"" I'd be like, ""That's fine."" And then I would invite him to go hiking at Red Rocks, and I would push him off a fucking mountain. Just... Right? And then they come up, and they go to kiss you, and you go... ""Oh! No. Mm-mm. [groaning] Mm-mm. I don't want to."" Yeah, right. "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,41,"Me, I'm like... I love that shit, that's sexy. That's hot. I'm like, ""Mmm. Soup."" I... Don't even. I see some of the girls, just a couple, you guys are close. They're like, ""No..."" Yes. I wish we were raised more like men. Right? Just, like, here's an example of how we're different. We're so worried about our pussies, right? Have you ever had a guy come in your mouth and go... ""Does it taste okay? I haven't been drinking a lot of water, and I was a little worried."" No! That would never happen. Because, men, you weren't raised to hate yourselves. You were raised, and your parents, they're just like, ""Everything you do is a miracle."" And you're like, ""Yeah, everything I do is a miracle!"" And don't get me wrong, you guys. We love your come. Only complaint: We want more of it. More, more, more. We want to do snow angels in it. Yay! Yay! Mmm. Is there anything bad about come? I can't think of anything. Oh, wait, I just thought of something. If you got even a drop of it in your mouth, the rest of the day, you're going... ""I'm fine. I'm fine. I'm fine. Keep the meeting going."" That is awful."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,42,"Sometimes I catch a glimpse of myself... on the big screens, doing shows. First of all, I'm like, ""Who's that dude?"" Like, I seriously– I have good self-esteem, I do. But I'll catch a glimpse of myself on the screen sometimes, and I'm like, ""I shouldn't be here. I should be on a mound, going, like..."" You know? [deep voice] ""Good job, ladies. One more, ladies."" Let me be real, because I was doing an interview. It was me and Bill Hader, and the interviewer was asking him hard-hitting questions like, ""What are your favorite German beers?"" And then he was asking me softballs like, ""What's it like to fuck you?"" And Bill was upset. He was like, ""You don't have to answer that, Amy."" And I was like, ""He's gonna find out anyway, Bill! Shut up, Bill."" But I told him, and I will tell you guys exactly what it's like to fuck me. Have you ever seen somebody standing on a box, painted all silver, in a town square? And you don't know if they're alive or not. But every once in a while, just, ""Boop!"" You're like, ""Oh, it's a person!"" That's what it's like to fuck me."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,43,"That's it. Like a street performer mime in a town square. Except no one's ever given me a dollar. I don't do shit. I lay there. I either lay on my back, like that, or if I want to blow his fucking mind, sometimes I lie on my stomach, just like this. Comes right away. Men deserve more credit. They do, when it comes to sex. We don't have to do anything. You guys, men, you have to work so hard to fuck us. You have to get hard, you have to stay hard, and you have to go like this. [grunting] I feel like it would be funny to do that longer, but it hurts. I can't believe you guys do that. That sucks for you. My boyfriend usually comes in me. He usually comes in me, but sometimes you want to mix it up. You gotta have fun. We'll be having sex, and then he'll ask my favorite question: ""Where should I come?"" First of all, I'm like, ""Thank you for thinking of me. [chuckles] Like... How did I even come up in your thoughts?"" And... ""Where should I come?"" As a comic, I want to fuck around and be like, ""In this jar!"" I'm just, like... ""Where should I come?"" [belches] What do you think? What do you think? There's three answers, right? If you're lying on your back, what are the three places? -[man] Tits! -[second man] Face. -[woman] Butt! -Yes. She goes, ""Your butt."" What? I'm laying here. I just went over. I'm not on the fucking Broncos or whatever. I'm not in practice... [grunting] ""Your butt."" You're so cute. No! He goes, ""Your head."" What are you talking about? Just... [imitates splat] ""I'm the prettiest girl in Colorado."" ""Your head."" -No. -[woman] Tits! Yes. Your tits. Great answer. Your tits. And you have to say it like your psyched about it. ""Where should I come?"" You have to go, ""My titties!"" And– And he goes, ""Are you sure?"" And you go... ""Uh-huh! Mm-hmm. I love it. I love it."" I hate not having come on my tits."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,44,"I just– Walking around all day, I'm at the bank, ""Zero come on my tits. Ohh."" My titties. I also love the question because of the confidence of it, right? ""Where should I come?"" I don't know about you guys. I've never dated anyone with American Sniper type accuracy. Where I could be like, ""Right here. Hit the moving target."" I'm like, ""Okay, Katniss... Um..."" Now, most of the time– tell me if this is true for you guys– he's like, ""All right, are you ready? Are those titties ready?"" And you're like, ""Mm-hmm."" He's like, ""Here it comes."" Right on the hand. Just a dribble, just– A second ago, you were the most powerful man alive. Now you're just the last boy at a carnival with a melting ice cream cone. And, God, we don't care. I've never been, like... ""Well, you said you'd come on my titties."" We don't. No girl cares. But then there's that move where in a moment of desperation, the guy will be like... And they try to finger paint. You're like, ""No, no, no! It didn't happen for you. We're closed."" Sometimes it happens. For three seconds, that means you go... ""Yay!"" And then you just kind of look at each other, like... And if you're with a really sweet guy, he'll go, ""Babe, do you want me to go get you a..."" You're like, ""No, I got it. You catch some much deserved shut-eye."" And then that's when we make the shelf. Right, girls? That's what you do. You don't want it to just fucking– You don't want to– So you block it and you walk it. Mm-hmm. It's the saddest shelf in the world. And I've been to the Anne Frank House. I'm a German Jew. There used to be more of us."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,45,"So... what happened? Oh, my God. It's weird to have a boyfriend. I've been on the road for so long. I really like having a boyfriend. I really love this guy. I met him on a dating app. Yeah. We met– When I signed up, they were like, ""Congratulations. You have a free lifetime membership."" And I was like, ""Well, that's discouraging."" Like, ""What the fuck?"" When I met him, he was the first– He's the only guy I met on there. I liked him right away. I really liked him. I was like, ""I'm gonna make this guy wait."" And I did. Like, all through dinner. No, we didn't go to dinner. I– I don't know. I don't have an adult manning the ship. There's no one like, ""Mnh-mnh-mnh. Not till date seven."" I'm just– If I want cake, I'm like, ""We're having cake today."" If I'm wet, I'm like, ""Well, let's get a dick in there."" Just... But I am a germophobe, and that's why I told him, before we did anything sexually, ""Look, just so you know, I know for a fact that I don't have any diseases left. They all burned out."" I was like, ""What about you?"" And he was like, ""I've never been tested."" And I was like, ""Oh, mysterious. Is David Blaine in the house?"""
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,46,"We went to Paris. I'd never been to France because I'm trash. And... we went, and we were excited. We've been together under a year, so... we've been trying to keep it pretty sexy, but we both got violent food poisoning. Like, violent. So, yeah. And we're not the couple that's like, ""I'm gonna go take a deuce, babe."" You know, like... We're trying to keep it, like– Under a year. We're still lying. So– So, our last night, after all week, we're like, ""Eiffel Tower–"" just the biggest dickheads– we both get violent food poisoning, and our hotel was one of the rooms where we had one bathroom, and it was the kind where, like, the bed was right there, then you're in the bathroom, and if you went... you would loudly hear it. So, it hits him first. And he's in there, just... And then, the way it manifested itself in me... is– How do I say this and not be gross? I was in the bathroom just, like... Machine-gun shitting out of my ass. Just... Violent diarrhea. He... It's over. I'm yelling at him. I'm like, ""It was so cool dating you. Good luck. You're gonna meet the greatest girl. She's out there for you."" He's fucking puking. He's putting his head where I was. And this is puke. And it's– And then I thought I was just gonna be the one, the shit one, and he was the puke one, but I'm in there, and I'm– And then he hears me go, ""Fuck!"" And I grab the trash can, and I start... All my holes. Shit's coming out all my holes. Then I realize there's holes in the bottom of the trash can I'm puking in. All over my knees. So, I walk out of the bathroom, and I'm like... I'm like, ""Are you gonna propose on this trip?"" He's like, ""No, I am not."" "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,47,"Oh, God. If you know me, you know I'm on the NuvaRing for birth control. That's my thing. It's easy, I don't have to remember to take a pill. Not that I ever have trouble doing that. But the NuvaRing, if you don't know, is this little latex thing you put in the back of your puss. And then you take it out every three weeks and just bleed all over the furniture. Am I using it right? So... I don't know why they won't sponsor me. So, we're, like– You can leave it in during sex. But I wanted to take it out, just, like, the thought of it. So, you got to get in there, it's in the back. So, he's right over me. I'm like, ""Hold on a sec."" And so, I stick my finger, and I try to scoop it with my middle finger. And I shoot it up there, and that's when I accidentally went knuckle-deep with my ring finger into my own asshole. I shrieked. I went... And he went, ""What?"" And I went, ""I put my finger in my butt."" And he was like, ""Can anybody do that?"" I was like, ""No! I'm not opening up a conversation about this."" The mystery is over. We made it through that. I don't know why I'm on birth control anymore. You guys know that there's now a male birth control pill. Do you know this? They're still testing it, but I want him to go on it immediately. I just can't imagine that era, though, of guys, like– Imagine you go home with a guy and you're gonna have sex with him, and you get a condom out of your purse, and he just goes... ""Oh. No. It's cool. I'm on the pill."" ""What? You're on what?"" His phone alarm goes off. He's like, ""Excuse me."" Pop. No. [sighs] God."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,48,"Yeah, I'm all good. I'm so happy to be in this relationship. The only problem is I'm not the girl who's like, ""Yeah, like, ever since we've been together, I've just kind of chilled with drinking."" If anything, it's skyrocketed. Like– Yeah, I still black out on the reg. I know it's not cool. It sucks because, for years, I've been blacking out, and I'll just be by myself, and I fart in a pillow, but now there's a witness. I got a witness. It sucks. So, I blacked out the other night. You know how I do. Just a little wine, edibles. I'm like, ""This is missing something. Xanax."" Very dangerous. Do not recommend. Okay? But I have a very sophisticated palate. So... I black out. And I just wake up in the morning. "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,49,"I don't even look at him, but I can feel that he hates me. You know that feeling? It's like, ""What's that in the air?"" [inhales] It's rage and it's all directed at me, so... I was like, ""I'm gonna play stupid."" I just roll over, and I'm just... ""Mmm! Morning!  So, should we list all the things that we're grateful for? I'm grateful for you."" [giggles] And he just stares at me. He's just... ""Well... okay."" I'm like, ""Okay, what did I get into last night? Did I just, like, say my prayers and go to sleep?"" Ding! He's like, ""No."" Okay. ""Did I give you a surprise blowjob?"" I like the idea of, like, ""Blowjob?"" A girl who doesn't know how to do the blowjob symbol. What? And he's like, ""Ame, any blowjob would be a huge surprise at this point."" And I don't want you guys to think I'm not giving. I love going down on him. I think you've got to go down. Go down. I love it. I love him, I love doing it. But there are guys who you go down for 90 seconds, and they're, like... [splat] And you're like, ""Still got it."" And then... There are guys like my boyfriend, where if I want to blow him to completion, it takes between ten and 12 years. And in my twenties, I'd roll up my sleeves, crack my– You know, I have a– All right. "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,50,"Red leather, yellow leather. I don't even know that girl anymore. She is gone. That girl gone. I go down for a while, though. I went down on him very recently, and he yawned. I'm like, ""If there's a God, he'll put a dick right in your mouth now."" Gong! If I'm down there long enough that you're yawning, guess what?  I'm coming up Fuck you. I'm so fun to date."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,51,"So, I'm like, ""Okay, what did I do when I blacked out?"" He goes, ""Okay. What you did was you started pounding Ritz Crackers."" I'm like, ""I'm sure I wasn't pounding them."" He's like, ""You looked like a contestant on a reality show."" Okay. Then he said I started on the other sleeve. And this is an exact quote. He said that I was ""using butter as if it were guacamole."" Just, ""Mmm."" Just slack-jawed, dead-eyed butter-eating. Then he said that I tried to make two frozen pizzas at once, because I wanted to eat them like a hamburger. And he said that he was like, ""Ame, what are you doing?"" And I accused him of judging me. I was like, ""You're judging me!"" Chasing him around the apartment. And then he said I got in bed, and I stacked all of the pillows, four pillows on my side, and I put my head right on top. And he went, ""Amy, we each get two pillows."" And I went, ""Not tonight, motherfucker!"" Isn't she lovely Hey, thank you."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,52,"Oh, God. Soon, it'll be just us. Oh, my God. I really love his whole family. No bullshit. They're from the Midwest. Yeah. The happiest people. The happiest people. I mean, in L.A., I feel like they pretend. Everyone's like, ""I'm doing great,"" and you're like, ""Stay away from cliffs."" But in the Midwest, they're just so psyched. And his mom is the happiest person I've ever met. Her name is Deb, and Deb is just the happiest person. She gets everything wrong. She'll be like, ""We took a U-ber here."" I'm like, ""What?"" She's like, ""I like that boy. What's his name? Seeth Rogen?"" I'm like, ""That's absolutely no one's name."" Everywhere she walks, it looks like she was called out as a contestant on The Price Is Right. She's just, ""Whoo!"" I lucked out, though. I promise you I love her. I'm not complaining. I feel like I really lucked out because a lot of the guys I've dated, their moms have had a vibe with them where they're like, ""Ohh. I wanted to fuck my son. No, it's fine. You kids have fun. I just always thought we'd wind up together. I don't know."" And as the girl, you have to act like it's not happening. Like, a stutter. You have to be, like... So, I know what you guys are thinking this part of the night. You're like, ""Amy, well, you're really well-read."" Um... And I am. Look. ""Wine."" And I don't think I'm any better now. You guys, I hope you know. Like, I know I am trash from Long Island. I have a lower-back tattoo that is raised and crooked, and it doesn't mean anything, and I have been fingered by a cab driver. At my request."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,53,"Constantly reminded, anything good or fancy that happens, I get brought down to Earth right quick. Anything. Like, our TV show won a Peabody Award, which I didn't even know what that was. Very high, very fancy. It's for people in media making a difference. It's a big deal. And the other people there were people like the Ebola fighters, and Malala, and our show, and... so, we go, and we're like, ""Okay. Thank you for including us."" And at the beginning of the awards, they showed a little clip of each person's project. And you don't know what they're gonna choose. And so, first, they show a clip of the Ebola fighters in the suits, this documentary where they go in and they're saving lives, the bravest people in the word. And then Malala. Like, Malala-ing, you know? "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,54,"And then... they show a clip of our show. We're like, ""What are they gonna choose? We've done so much for so many."" The clip they chose was me taking a giant bite out of a burger, going, ""I'm gonna go make some room,"" and walking to the toilet. It was Malala being fitted for a glass eye. And then me like, ""I'm gonna take a violent dump. You guys good?"" The July that Trainwreck came out, two girls named Mayci Breaux and Jillian Johnson were shot and killed at the movie theater when they went to see my movie."
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,55,"And the feeling of putting something out and being excited, and then finding out that these two beautiful, amazing, smart women who just wanted to have a good time, went and got murdered was crushing and... Yeah, and I just wanted to do something about it. I knew nothing about gun violence, and I found out that the guy who shot them was severely mentally ill and a domestic abuser. And I was like, ""Well, okay. Why could he get a gun?"" I wasn't educated. But I found out that if you are severely mentally ill or have been convicted of domestic violence, there are loopholes where it's not that hard to get a firearm. And I was like, ""Well, I really want to help make it more difficult for people who are severely mentally ill or domestic abusers–""  Thank you. "
2017,The Leather Special,Amy Schumer,"Denver, CO",F,2.9,1,9402,4.7,2.6,1223,5389,56,"I believe in the right to bear arms. Second Amendment, yes. I've been friends with gun owners. But what I learned was, no matter what you say, as soon as you say the word ""gun,"" what gun nuts hear is just, ""You want to take all our guns! That shifty G wants our guns!"" I'm like, ""No, you seem great. You should get more guns."" Let's get this guy more guns, right? ""Our Amendment!"" You're like, ""Okay, okay."" ""The government wants my house!"" I'm like, ""You don't have a house. You live in a trailer with no windows. What are you talking about?"" And then I found out– and you guys probably already know this– that if you're on the terrorist watch list– like, not just the no-fly list, but the straight-up terrorist watch list– you can easily get a gun. And so, that same guy is like, ""Get out of our country, foreigner! But while you're here, please, enjoy our firearms legally."""
